SexLabel,Age,Religion,Caste,HHID,H_Lat,H_Lon,AdminUnit_Name,AdminUnit_Lat,AdminUnit_Lon,JobLabel,WorkPlaceID,W_Lat,W_Lon,SchoolID,School_Lat,School_Lon,PublicPlaceID,PublicPlace_Lat,PublicPlace_Lon,District,StateLabel,AgentID,AdherenceToIntervention,EssentialWorker,UsesPublicTransport,WorkPlace_AdminUnit,School_AdminUnit
Male,87,Hindu,ST,1420,18.59032965132467,73.89027652739063,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000007,18.540419353837137,73.82641622516036,pune,maharashtra,521000000022,1.0,False,True,Navi Peth-Parvati,
Male,33,Hindu,Other,2207,18.57914554275951,73.86940857164075,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000008,18.486101234897948,73.86549566744785,pune,maharashtra,521000000023,0.1,False,True,Navi Peth-Parvati,
Female,26,Hindu,SC,902,18.5748097484027,73.88147606161138,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000024,0.2,False,True,Navi Peth-Parvati,
Female,38,Hindu,Other,1844,18.58809659337042,73.89326802403247,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000025,0.0,False,True,Navi Peth-Parvati,
Male,25,Hindu,Other,1905,18.598786907702685,73.87970580505628,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000026,0.2,False,True,Navi Peth-Parvati,
Female,29,Hindu,Other,2070,18.585490279165306,73.89723401238533,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000027,0.2,False,True,Navi Peth-Parvati,
Male,35,Hindu,Other,2258,18.593251155771892,73.89294963622574,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000028,0.0,False,True,Navi Peth-Parvati,
Female,61,Hindu,Other,2030,18.572881361114366,73.87795108725882,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000029,1.0,False,True,Navi Peth-Parvati,
Female,46,Hindu,Other,779,18.59222825648805,73.88262058988504,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000030,0.9,False,True,Navi Peth-Parvati,
Female,43,Hindu,Other,1689,18.59140594491898,73.90775815612393,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000031,0.9,False,True,Navi Peth-Parvati,
Female,75,Hindu,SC,1260,18.580594507165316,73.88465729803082,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000000,18.529401921853868,73.84821962344895,pune,maharashtra,521000000032,1.0,False,True,Navi Peth-Parvati,
Male,21,Hindu,Other,291,18.57199332300624,73.87451713654573,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000033,0.3,False,True,Navi Peth-Parvati,
Female,33,Hindu,Other,2300,18.574258593367524,73.87880674519226,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000034,0.1,False,True,Navi Peth-Parvati,
Male,24,Other,Other,1292,18.58709444528792,73.89105949112133,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000035,0.3,False,True,Navi Peth-Parvati,
Female,36,Hindu,Other,807,18.608308468632547,73.89264998997844,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000036,0.0,False,True,Navi Peth-Parvati,
Male,20,Hindu,Other,1750,18.583070196685266,73.87473722094785,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000000,18.529401921853868,73.84821962344895,pune,maharashtra,521000000037,0.3,False,True,Navi Peth-Parvati,
Female,46,Hindu,Other,1706,18.589402698315425,73.88909731014654,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000038,0.9,False,True,Navi Peth-Parvati,
Female,25,Hindu,Other,1438,18.57384806832228,73.87863729573665,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000008,18.486101234897948,73.86549566744785,pune,maharashtra,521000000039,0.2,False,True,Navi Peth-Parvati,
Male,48,Christian,Other,1732,18.573051913641052,73.87453665295489,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000040,0.9,False,True,Navi Peth-Parvati,
Male,50,Jain,Other,199,18.5834452294274,73.88020187058301,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000006,18.518116342113146,73.93111647703326,pune,maharashtra,521000000041,0.9,False,True,Navi Peth-Parvati,
Male,47,Hindu,Other,818,18.59058569002441,73.89508768921401,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000042,0.9,False,True,Navi Peth-Parvati,
Female,22,Hindu,Other,1235,18.591003407223145,73.88759634460553,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000043,0.3,False,True,Navi Peth-Parvati,
Male,52,Hindu,Other,1910,18.5963153227243,73.90676891899636,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000044,0.9,False,True,Navi Peth-Parvati,
Male,63,Hindu,Other,1953,18.583321514463147,73.89188208423248,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000045,1.0,False,True,Navi Peth-Parvati,
Male,25,Hindu,Other,1397,18.57197566490086,73.87682007357446,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000000,18.529401921853868,73.84821962344895,pune,maharashtra,521000000046,0.2,False,True,Navi Peth-Parvati,
Female,51,Muslim,Other,2164,18.570800682335197,73.87580109484621,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000047,0.9,False,True,Navi Peth-Parvati,
Male,76,Hindu,Other,174,18.57631287206277,73.87998713659732,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000048,1.0,False,True,Navi Peth-Parvati,
Female,26,Hindu,Other,2337,18.60609400279047,73.88974345363812,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000006,18.518116342113146,73.93111647703326,pune,maharashtra,521000000049,0.2,False,True,Navi Peth-Parvati,
Male,46,Hindu,SC,1306,18.596902701391798,73.89917305849521,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000000,18.529401921853868,73.84821962344895,pune,maharashtra,521000000050,0.9,False,True,Navi Peth-Parvati,
Male,42,Hindu,Other,2330,18.586883746084112,73.88251766857118,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000051,0.9,False,True,Navi Peth-Parvati,
Male,28,Hindu,Other,2194,18.597292331295503,73.90028537816094,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000006,18.518116342113146,73.93111647703326,pune,maharashtra,521000000052,0.2,False,True,Navi Peth-Parvati,
Female,60,Jain,Other,421,18.59049068537827,73.89255260190433,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000053,1.0,False,True,Navi Peth-Parvati,
Male,38,Hindu,Other,1932,18.587184803328775,73.86010812557856,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000007,18.540419353837137,73.82641622516036,pune,maharashtra,521000000054,0.0,False,True,Navi Peth-Parvati,
Male,56,Hindu,Other,1020,18.58683589869218,73.86363007464709,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000055,0.9,False,True,Navi Peth-Parvati,
Male,23,Hindu,Other,2244,18.581864991041268,73.86699723028605,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000056,0.3,False,True,Navi Peth-Parvati,
Female,38,Hindu,Other,1701,18.591044639640774,73.90225723440324,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000057,0.0,False,True,Navi Peth-Parvati,
Female,22,Hindu,SC,1433,18.592567197124236,73.89871858417658,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000058,0.3,False,True,Navi Peth-Parvati,
Male,43,Hindu,SC,1444,18.616445808207676,73.89943140432338,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000059,0.9,False,True,Navi Peth-Parvati,
Male,32,Hindu,Other,2127,18.569947182740815,73.87688485766492,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000007,18.540419353837137,73.82641622516036,pune,maharashtra,521000000060,0.1,False,True,Navi Peth-Parvati,
Female,60,Hindu,Other,299,18.570471626517367,73.87706789530083,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000061,1.0,False,True,Navi Peth-Parvati,
Female,23,Hindu,Other,2310,18.57998510650198,73.88491922469265,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000008,18.486101234897948,73.86549566744785,pune,maharashtra,521000000062,0.3,False,True,Navi Peth-Parvati,
Female,73,Hindu,Other,290,18.572732869381845,73.87471757678006,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000063,1.0,False,True,Navi Peth-Parvati,
Male,38,Muslim,Other,2125,18.574116153732177,73.88285199413949,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000000,18.529401921853868,73.84821962344895,pune,maharashtra,521000000064,0.0,False,True,Navi Peth-Parvati,
Male,73,Hindu,Other,2218,18.599103054236853,73.89961555786506,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000008,18.486101234897948,73.86549566744785,pune,maharashtra,521000000065,1.0,False,True,Navi Peth-Parvati,
Male,30,Hindu,SC,1144,18.57561868476731,73.87652901334724,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000066,0.1,False,True,Navi Peth-Parvati,
Female,20,Hindu,Other,1681,18.596817002566,73.91371184009509,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000067,0.3,False,True,Navi Peth-Parvati,
Male,61,Hindu,Other,2277,18.583670372119162,73.88460506770578,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000068,1.0,False,True,Navi Peth-Parvati,
Female,53,Hindu,Other,538,18.58865932840696,73.89889833718246,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000069,0.9,False,True,Navi Peth-Parvati,
Male,94,Hindu,Other,1100,18.58939183222409,73.88113570006827,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000070,1.0,False,True,Navi Peth-Parvati,
Female,29,Hindu,Other,2020,18.57157837049874,73.87803707465864,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000000,18.529401921853868,73.84821962344895,pune,maharashtra,521000000071,0.2,False,True,Navi Peth-Parvati,
Female,34,Hindu,Other,2320,18.58730402342654,73.88535602159928,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000072,0.1,False,True,Navi Peth-Parvati,
Female,95,Hindu,Other,134,18.591279460370497,73.86757223951265,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000007,18.540419353837137,73.82641622516036,pune,maharashtra,521000000073,1.0,False,True,Navi Peth-Parvati,
Female,62,Hindu,Other,2307,18.575131131470517,73.88159768771088,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000007,18.540419353837137,73.82641622516036,pune,maharashtra,521000000074,1.0,False,True,Navi Peth-Parvati,
Female,39,Hindu,Other,1188,18.604734379118504,73.90252917716425,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000075,0.0,False,True,Navi Peth-Parvati,
Male,42,Hindu,SC,708,18.581027428117714,73.88252437166757,Kalas-Dhanori,18.5941082455032,73.8887801539608,Accountants,2001000000077,18.505349052809297,73.84523957233907,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000076,0.9,False,True,Navi Peth-Parvati,
Male,23,Hindu,Other,1928,18.580774782727126,73.87223672242507,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000077,0.3,False,True,Salisbury Park-Maharshi Nagar,
Male,20,Buddhist,SC,1585,18.591664519875767,73.87707922037073,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000078,0.3,False,True,Salisbury Park-Maharshi Nagar,
Female,27,Hindu,Other,676,18.597112894229657,73.89041494900945,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000079,0.2,False,True,Salisbury Park-Maharshi Nagar,
Female,23,Muslim,Other,969,18.58508130076118,73.89230768798433,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000080,0.3,False,True,Salisbury Park-Maharshi Nagar,
Male,47,Muslim,Other,1873,18.589444234068647,73.87027219115329,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000081,0.9,False,True,Salisbury Park-Maharshi Nagar,
Male,20,Hindu,Other,1507,18.582253388731974,73.87984707537387,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000007,18.540419353837137,73.82641622516036,pune,maharashtra,521000000082,0.3,False,True,Salisbury Park-Maharshi Nagar,
Male,50,Hindu,Other,1234,18.5821149704904,73.8815844746442,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000083,0.9,False,True,Salisbury Park-Maharshi Nagar,
Female,60,Hindu,Other,276,18.59456688497431,73.89859033371788,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000084,1.0,False,True,Salisbury Park-Maharshi Nagar,
Male,21,Muslim,Other,161,18.594487788189806,73.90728872128365,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000085,0.3,False,True,Salisbury Park-Maharshi Nagar,
Male,21,Muslim,Other,120,18.591920390873394,73.87104261175543,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000003,18.567716221581087,73.91472923836801,pune,maharashtra,521000000086,0.3,False,True,Salisbury Park-Maharshi Nagar,
Male,77,Hindu,Other,1621,18.581486135796457,73.87447367892555,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000001,18.53531697980863,73.91591640644664,pune,maharashtra,521000000087,1.0,False,True,Salisbury Park-Maharshi Nagar,
Male,65,Hindu,Other,966,18.60435742702083,73.8897423399226,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000088,1.0,False,True,Salisbury Park-Maharshi Nagar,
Female,28,Muslim,Other,2329,18.574961070045276,73.87933889502499,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000007,18.540419353837137,73.82641622516036,pune,maharashtra,521000000089,0.2,False,True,Salisbury Park-Maharshi Nagar,
Female,24,Christian,Other,1233,18.57947975787932,73.88747553186514,Kalas-Dhanori,18.5941082455032,73.8887801539608,Ag labour,2001000000094,18.490551967517266,73.86556166916834,0,,,3001000000005,18.57393079559482,73.90738503965952,pune,maharashtra,521000000090,0.3,False,True,Salisbury Park-Maharshi Nagar,
